GENDER,MARSTAT,PC,MOVE,HEALTH,NEWSPAP,CLUB,POLITICS,JOBLEVEL,EDUCAT,OWNHOUSE,URBAN,AGE3,AGE13,REGION,PHONE,HOUSEVAL,PNONNAT1,PNONNAT2,SOCALL,DISABALL,UNEMPALL,ALLOWAN,HASJOB,NONNATIV,EMPLOYED,RELIGION,MARRIED,CHILDREN,HHSIZE,HHTYPE,KEYNUM,ETHNIC,RESP1,RESULT,RESPONSE,PROB,POPWGT
1,2,,,,,,,,,,5,3,16,22,1,7,3,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.69263,379.48
1,1,1,1,1,1,1,2,8,60,1,4,2,9,23,1,8,4,1,0,0,0,0,1,1,1,3,0,1,4,3,**,2,1,1,1,0.54621,388.86
1,2,1,1,2,1,2,2,6,45,1,2,3,13,23,1,7,3,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.57493,364.76
1,2,2,1,1,2,2,3,2,35,1,5,1,8,23,1,6,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.66098,377.72
2,2,,,,,,,,,,3,2,9,24,1,6,4,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,2,0,0.73850,350.79
1,2,,,,,,,,,,4,3,14,22,1,7,1,1,1,0,0,1,0,0,3,,1,1,4,3,**,0,0,3,0,0.68891,368.24
2,2,1,1,1,1,1,3,2,35,1,5,2,12,22,1,7,1,1,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.70944,372.49
2,2,1,2,3,1,1,3,20,45,2,3,2,11,24,1,5,5,1,0,1,0,1,0,1,3,2,1,1,3,3,**,4,1,1,1,0.65512,396.97
1,1,,,,,,,,,,3,1,7,22,0,3,5,5,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,3,0,0.50471,394.44
1,2,1,1,2,1,2,1,4,45,2,1,3,14,23,0,4,3,2,0,0,0,0,1,0,1,3,1,0,1,1,**,0,0,1,1,0.51627,396.49
2,3,2,1,3,2,2,2,20,10,2,3,3,17,21,1,3,1,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,0,1,1,0.56848,391.01
1,3,2,1,1,1,2,3,20,35,1,4,3,17,24,1,7,1,1,0,0,0,0,0,0,3,2,0,1,2,4,**,0,1,1,1,0.54593,415.19
2,2,1,1,2,1,2,2,20,60,1,1,3,15,25,1,12,1,1,0,0,0,0,0,0,2,5,1,0,2,2,**,0,1,1,1,0.51739,373.36
1,1,,,,,,,,,,4,1,7,22,1,9,1,1,0,0,0,0,0,0,3,,0,1,3,4,**,0,0,3,0,0.59516,366.06
1,2,1,1,2,1,1,1,6,50,1,5,2,12,22,1,9,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.68736,387.31
1,2,2,1,2,1,1,1,6,50,1,2,3,13,23,1,9,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,0,1,1,0.58466,388.22
1,2,1,4,1,2,2,1,6,60,1,2,2,10,23,1,7,2,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.68149,391.68
1,2,2,1,5,2,2,2,20,10,2,1,3,14,25,1,6,5,2,0,0,0,0,0,1,3,1,1,0,4,2,**,2,1,1,1,0.48330,405.70
1,1,,,,,,,,,,1,3,15,25,0,3,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.30372,381.49
1,2,,,,,,,,,,5,1,8,24,1,5,2,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.71463,406.98
2,2,2,1,5,1,2,4,20,10,1,5,3,16,21,1,6,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,0,1,1,0.70470,390.57
2,2,,,,,,,,,,4,3,15,23,1,6,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.64229,379.12
2,2,1,1,2,1,1,2,20,35,1,4,2,12,22,1,6,2,2,0,0,0,0,0,0,3,2,1,1,3,3,**,0,0,1,1,0.64252,372.82
2,1,,,,,,,,,,1,1,6,25,0,1,7,7,0,0,0,0,0,0,3,,0,0,3,2,**,0,0,2,0,0.31789,390.21
2,2,1,4,1,1,1,2,20,45,1,2,3,14,23,1,6,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,0,1,1,0.60176,363.23
2,2,1,1,1,1,2,2,4,45,1,3,2,9,24,0,6,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.63556,382.73
1,2,2,1,2,1,2,2,20,10,1,3,3,17,24,1,8,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.62538,381.60
1,2,1,1,2,1,1,2,6,40,1,2,2,9,23,1,9,3,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,0,1,1,0.67112,352.40
2,2,,,,,,,,,,2,3,14,24,1,3,3,1,0,1,0,1,0,0,3,,1,0,2,2,**,0,0,3,0,0.65996,361.84
1,2,1,1,4,2,2,3,6,50,2,1,2,11,25,0,5,2,1,0,0,0,0,1,0,1,5,1,0,2,2,**,0,0,1,1,0.38038,371.63
1,3,2,1,3,1,1,4,20,35,2,5,3,17,21,1,3,1,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.56704,402.96
1,4,,,,,,,,,,4,1,6,24,0,8,2,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.49729,356.58
1,1,,,,,,,,,,1,3,13,25,0,5,6,4,1,0,0,1,0,0,3,,0,0,1,1,**,0,0,2,0,0.26171,388.09
1,2,1,1,1,1,2,1,2,50,1,2,2,9,22,1,7,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,0,1,1,0.66793,362.18
2,1,2,2,2,2,2,4,2,30,2,2,1,8,23,0,7,2,1,0,0,0,0,1,1,1,4,0,0,3,2,**,2,1,1,1,0.42731,408.64
2,2,2,1,3,2,2,3,20,35,2,4,2,12,22,0,5,1,1,0,0,0,0,0,0,3,3,1,1,5,3,**,0,1,1,1,0.59561,392.98
2,2,1,1,2,1,2,2,8,60,1,3,2,10,22,0,6,2,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.67925,407.63
1,2,,,,,,,,,,4,3,15,22,1,6,2,2,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.67895,391.01
1,2,,,,,,,,,,5,3,17,23,1,4,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,4,0,0.58932,367.68
1,2,1,1,1,1,2,1,20,40,1,5,3,17,22,1,10,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.65241,361.52
1,1,1,1,2,2,2,3,4,45,1,4,1,8,22,1,6,3,1,0,0,0,0,0,0,1,1,0,0,2,2,**,0,1,1,1,0.59904,358.53
2,1,1,5,1,1,2,2,6,50,1,2,1,7,23,1,8,1,1,0,0,0,0,1,0,1,2,0,1,3,3,**,0,1,1,1,0.54957,396.44
1,2,2,4,3,2,2,2,1,10,2,2,1,8,24,0,2,4,3,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.56916,385.98
1,2,,,,,,,,,,4,2,12,21,1,5,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,4,0,0.68167,389.81
1,4,2,1,3,1,1,2,20,10,1,5,3,14,24,1,7,2,1,0,1,0,1,0,0,3,2,0,1,3,3,**,0,1,1,1,0.60049,379.23
1,4,,,,,,,,,,1,2,12,25,1,2,6,5,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.40087,393.98
2,3,,,,,,,,,,3,3,15,23,0,4,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.44648,396.91
1,2,1,2,1,2,2,2,6,35,2,3,2,12,24,1,5,3,3,0,0,0,0,1,0,1,5,1,1,4,3,**,0,1,1,1,0.68674,337.73
2,2,,,,,,,,,,5,2,9,23,1,7,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,0,0,0.68408,382.98
2,3,,,,,,,,,,2,3,16,24,1,4,1,1,0,0,0,0,0,0,3,,0,0,2,2,**,0,0,2,0,0.59712,364.11
1,4,2,1,2,2,2,4,20,10,2,3,3,13,24,1,4,4,2,1,0,0,1,0,0,3,2,0,0,2,2,**,0,1,1,1,0.55211,396.08
1,1,,,,,,,,,,1,2,10,25,0,2,6,6,1,0,0,1,0,1,3,,0,0,1,1,**,1,0,3,0,0.17522,391.32
1,2,,,,,,,,,,3,3,14,23,0,7,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.52436,392.97
2,2,1,2,2,1,2,3,20,35,1,5,2,9,21,1,6,1,1,0,0,0,0,0,0,3,1,1,1,4,3,**,0,1,1,1,0.71801,346.97
2,2,1,1,2,1,1,1,6,50,1,4,2,10,24,1,12,1,1,0,0,0,0,0,0,1,2,1,0,2,2,**,0,1,1,1,0.69079,368.23
1,2,1,1,1,1,2,3,4,35,1,2,2,10,23,1,6,1,1,0,0,0,0,1,1,1,1,1,1,5,3,**,4,0,1,1,0.68054,407.75
2,1,,,,,,,,,,2,1,7,23,1,4,5,5,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.55843,357.36
2,2,1,1,2,2,2,3,20,35,1,3,1,8,23,0,11,1,1,0,0,0,0,0,0,3,3,1,1,5,3,**,0,1,1,1,0.57472,369.35
2,2,,,,,,,,,,4,3,13,24,1,9,1,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.64295,418.23
1,1,1,4,2,1,1,1,2,45,1,5,1,6,22,1,7,1,1,0,0,0,0,1,0,1,3,0,1,5,3,**,0,1,1,1,0.69628,392.75
2,2,,,,,,,,,,3,2,12,24,1,7,6,6,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.63698,399.64
2,1,1,2,4,2,2,2,20,45,2,1,1,8,25,0,3,4,1,0,0,0,0,0,1,3,1,0,0,2,2,**,4,1,1,1,0.31772,373.11
1,2,1,1,1,1,2,1,6,50,1,3,2,12,21,1,6,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.68039,369.37
1,1,1,5,1,1,1,3,1,10,1,2,1,5,23,1,6,2,1,0,0,0,0,1,0,1,5,0,1,5,3,**,0,0,1,1,0.69094,372.42
1,2,,,,,,,,,,1,1,8,25,1,1,5,4,1,0,0,1,1,0,3,,1,0,1,1,**,0,0,2,0,0.52365,400.08
2,1,1,1,2,2,2,2,4,45,1,4,2,9,24,1,5,1,1,0,0,0,0,1,0,1,3,0,0,2,2,**,0,1,1,1,0.65057,364.56
1,1,,,,,,,,,,5,1,7,23,1,7,3,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,3,0,0.57236,361.37
1,2,1,1,2,1,1,3,4,45,1,5,2,9,24,1,6,1,1,0,0,0,0,1,0,1,3,1,1,4,3,**,0,1,1,1,0.73737,364.16
1,1,2,1,1,2,2,1,20,50,2,2,2,11,24,1,6,1,1,1,0,0,1,0,0,3,1,0,0,1,1,**,0,1,1,1,0.54248,390.37
1,3,1,1,3,1,1,3,20,35,2,5,3,15,21,1,6,1,1,0,0,0,0,0,0,3,1,0,1,3,3,**,0,1,1,1,0.60978,362.84
2,4,,,,,,,,,,1,2,9,23,1,5,1,1,1,0,0,1,0,0,3,,0,0,2,2,**,0,0,3,0,0.54085,383.69
2,3,,,,,,,,,,4,3,16,21,1,8,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.61404,416.60
2,2,,,,,,,,,,3,3,15,23,1,4,4,3,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,2,0,0.64094,364.23
1,2,2,2,2,1,1,2,2,45,1,3,1,8,22,1,6,1,1,0,0,0,0,1,0,1,3,1,1,4,3,**,0,1,1,1,0.72936,384.12
1,4,,,,,,,,,,1,2,10,25,0,2,8,7,0,0,1,1,0,1,3,,0,0,1,1,**,1,0,3,0,0.17522,408.79
2,4,,,,,,,,,,1,1,8,25,0,4,4,3,1,0,0,1,0,1,3,,0,1,2,4,**,2,0,2,0,0.27268,364.43
2,2,1,1,3,1,2,2,4,50,1,3,2,9,24,0,7,2,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.63556,386.32
2,2,1,1,2,1,2,3,1,45,2,4,2,10,24,1,5,4,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,0,1,1,0.71852,368.29
1,1,1,2,2,2,1,2,20,40,1,3,1,5,23,1,7,1,1,0,0,0,0,1,0,3,1,0,1,4,3,**,0,1,1,1,0.68444,383.92
1,4,,,,,,,,,,4,2,10,24,1,6,2,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.63643,363.81
2,2,1,1,2,1,1,4,20,45,1,5,2,9,24,0,9,1,1,0,0,0,0,0,0,2,2,1,1,5,3,**,0,0,1,1,0.64807,441.45
1,2,1,1,2,2,1,4,2,35,1,2,2,12,22,1,9,2,2,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.64346,391.71
2,1,1,3,2,1,2,3,4,45,1,3,1,5,23,1,9,2,1,0,0,0,0,1,0,1,2,0,1,5,3,**,0,1,1,1,0.73259,394.28
2,3,1,1,3,1,1,3,20,35,1,5,3,13,21,1,4,1,1,0,0,0,0,0,0,3,3,0,1,2,4,**,0,1,1,1,0.58852,379.04
1,1,2,5,1,2,1,3,4,45,2,4,1,7,23,1,3,1,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.55929,403.55
2,2,,,,,,,,,,4,2,12,24,0,7,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,2,0,0.53147,394.64
1,2,,,,,,,,,,1,1,8,25,0,2,8,7,0,0,0,0,1,1,3,,1,1,3,3,**,1,0,3,0,0.24770,368.40
1,1,1,2,1,1,1,2,4,40,1,5,1,6,22,1,5,1,1,0,0,0,0,1,0,1,3,0,1,3,3,**,0,1,1,1,0.63337,367.04
2,2,1,1,1,1,2,2,20,40,1,5,2,12,23,1,11,2,2,0,0,0,0,1,0,3,3,1,0,2,2,**,0,1,1,1,0.65117,379.31
1,2,1,1,1,1,1,2,6,50,1,4,2,9,23,1,6,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,0,1,1,0.63981,362.18
1,3,,,,,,,,,,2,3,17,23,0,8,1,1,0,0,0,0,0,1,3,,0,0,1,1,**,4,0,3,0,0.34638,354.47
2,2,2,1,3,1,1,3,20,45,2,3,3,13,23,1,7,3,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,0,1,1,0.59193,348.51
2,1,,,,,,,,,,5,1,5,22,1,6,3,2,0,0,0,0,1,1,3,,0,1,3,3,**,4,0,0,0,0.74801,381.99
2,2,1,1,1,1,1,2,6,50,1,3,2,11,24,1,9,1,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.75066,387.23
1,2,1,1,2,1,2,3,4,45,1,3,3,13,24,1,7,2,2,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.65717,387.34
2,1,1,1,3,2,2,4,2,35,2,3,1,5,22,1,8,1,1,0,0,0,0,1,0,1,1,0,1,5,3,**,0,1,1,1,0.78182,427.49
1,2,1,1,2,1,1,3,4,45,1,2,2,10,23,1,12,3,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.65293,371.23
1,2,1,1,2,1,1,2,20,45,1,3,3,15,22,1,5,3,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.67767,396.09
2,1,1,2,1,2,2,3,4,45,1,5,1,6,24,1,8,3,1,0,0,1,1,1,0,1,3,0,0,2,2,**,0,1,1,1,0.66225,359.88
2,2,1,1,2,1,1,2,4,45,1,2,2,12,24,1,10,1,1,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.66309,378.34
1,2,1,1,2,2,2,3,2,10,1,4,2,9,23,1,6,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.66572,358.48
2,3,2,1,2,1,1,1,20,50,1,4,3,16,22,1,8,2,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.62524,385.06
1,1,1,4,1,1,1,3,20,40,1,2,1,6,23,1,6,3,1,0,0,0,0,0,0,3,1,0,1,3,3,**,0,0,1,1,0.47690,363.14
1,2,,,,,,,,,,3,3,17,24,1,5,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,4,0,0.62538,402.65
1,1,,,,,,,,,,1,1,6,21,1,3,2,1,0,0,0,0,0,1,3,,0,1,4,3,**,2,0,0,0,0.53930,390.48
2,1,1,1,3,1,2,3,2,30,2,4,1,8,23,1,6,1,1,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.60037,418.97
2,2,1,1,2,1,2,3,20,45,2,2,2,11,24,1,6,2,1,0,0,0,0,0,0,3,2,1,1,3,3,**,0,1,1,1,0.63357,397.90
2,1,,,,,,,,,,1,1,6,25,1,5,4,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,2,0,0.45266,398.81
2,2,2,1,1,2,2,4,2,10,1,3,2,9,24,1,4,2,1,0,0,0,0,1,1,1,2,1,1,4,3,**,4,1,1,1,0.73766,404.54
1,2,2,1,2,1,1,2,20,35,1,5,3,17,21,1,7,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.64155,392.14
2,1,1,2,2,1,2,4,20,10,1,5,1,5,21,1,4,2,1,0,0,0,0,1,0,2,1,0,1,4,3,**,0,1,1,1,0.76837,405.93
2,2,,,,,,,,,,4,2,11,21,1,6,4,4,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.68498,408.96
2,2,,,,,,,,,,2,3,14,22,1,5,5,1,0,1,0,1,0,0,3,,1,0,2,2,**,0,0,3,0,0.66403,403.12
1,2,,,,,,,,,,4,3,16,21,1,3,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,4,0,0.66189,377.37
1,2,1,1,3,2,2,2,2,45,1,3,1,8,23,1,7,3,2,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.64762,361.09
2,2,,,,,,,,,,4,1,8,22,1,7,1,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,0,0,0.72069,405.72
2,3,2,2,2,1,1,4,20,10,2,4,3,16,22,0,9,5,5,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.50745,369.80
2,1,,,,,,,,,,1,1,6,23,1,11,6,1,0,0,0,0,0,0,3,,0,0,5,5,**,0,0,3,0,0.50874,362.31
2,2,,,,,,,,,,1,1,8,25,0,3,6,6,0,0,0,0,0,1,3,,1,1,5,3,**,1,0,3,0,0.28979,368.53
1,3,2,1,2,1,2,1,20,50,1,1,3,17,25,0,4,1,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.26075,368.68
1,1,1,2,2,2,1,2,2,30,1,2,1,7,24,0,5,5,4,0,0,0,0,1,0,1,1,0,0,2,2,**,0,0,1,1,0.47558,378.71
1,2,1,1,3,1,2,2,6,50,1,3,2,10,23,1,7,1,1,0,0,0,0,0,0,1,1,1,1,4,3,**,0,1,1,1,0.63578,383.62
2,2,2,1,2,2,1,3,20,10,2,2,3,15,23,1,2,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.61799,375.04
2,2,,,,,,,,,,4,3,17,23,1,5,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.59215,387.61
2,2,1,1,2,2,2,3,6,10,1,5,3,13,24,1,5,1,1,0,0,0,0,0,0,1,2,1,1,3,3,**,0,1,1,1,0.66404,414.40
1,4,2,1,2,1,2,4,20,30,1,4,3,13,22,0,6,1,1,0,1,0,1,0,0,3,1,0,0,1,1,**,0,1,1,1,0.43711,388.32
1,2,1,1,2,2,1,3,4,35,1,2,2,9,24,1,4,2,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.69740,373.17
2,1,1,1,2,2,2,4,4,40,2,2,1,6,23,1,3,2,1,0,0,0,0,1,0,1,4,0,0,2,2,**,0,1,1,1,0.55616,381.37
1,2,,,,,,,,,,2,3,16,23,1,2,6,5,0,0,0,0,0,1,3,,1,0,2,2,**,2,0,3,0,0.53774,379.29
2,3,,,,,,,,,,2,3,16,24,1,5,4,3,0,0,0,0,0,1,3,,0,0,2,5,**,2,0,0,0,0.43785,375.67
1,1,1,1,1,1,1,2,2,45,2,2,1,8,24,1,6,2,1,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.61021,386.37
2,2,2,1,3,1,2,4,20,10,2,1,3,16,23,1,3,3,2,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.62749,379.03
2,2,1,1,4,1,1,2,20,30,1,3,3,13,23,1,6,1,1,0,0,1,1,0,0,3,3,1,0,2,2,**,0,0,1,1,0.59193,383.49
1,2,,,,,,,,,,2,2,12,22,1,5,5,3,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.63424,402.97
1,2,2,5,1,2,2,3,2,45,2,1,2,9,25,0,5,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.42338,337.69
2,2,1,1,4,1,2,3,20,45,1,4,1,8,23,1,8,2,1,0,0,0,0,0,0,3,2,1,1,4,3,**,0,1,1,1,0.65935,389.89
2,3,,,,,,,,,,1,3,17,25,1,7,6,2,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.38814,415.65
1,2,1,2,1,1,2,3,4,50,1,3,2,12,22,1,8,1,1,0,0,0,0,0,0,1,1,1,1,4,3,**,0,1,1,1,0.65246,381.31
2,1,,,,,,,,,,1,1,7,23,1,6,3,2,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,3,0,0.57663,340.49
2,1,2,2,2,2,2,2,4,45,2,4,1,5,24,1,6,2,1,0,0,0,0,1,0,1,2,0,1,4,3,**,0,1,1,1,0.75682,423.87
2,2,,,,,,,,,,1,3,16,25,0,3,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.39124,395.67
1,2,,,,,,,,,,5,2,12,23,1,6,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.65332,381.91
1,2,1,1,1,2,2,2,4,45,1,3,2,11,22,1,6,3,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.67536,411.52
1,1,1,1,2,2,2,2,4,45,2,3,1,8,24,1,2,4,2,1,0,0,1,0,0,1,1,0,0,1,1,**,0,1,1,1,0.59227,383.21
1,2,,,,,,,,,,5,2,10,24,1,7,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.74644,353.23
1,2,1,1,2,2,2,1,6,50,1,4,2,10,21,1,8,1,1,0,0,0,0,1,0,1,3,1,0,2,2,**,0,1,1,1,0.69906,391.30
1,1,1,1,2,1,1,3,4,45,1,4,1,6,21,1,5,2,1,0,0,0,0,1,0,1,3,0,1,5,3,**,0,1,1,1,0.66573,366.30
2,2,1,1,2,1,1,2,20,50,1,2,2,11,23,1,8,1,1,0,0,0,0,0,0,3,1,1,1,5,3,**,0,1,1,1,0.64111,396.24
1,2,,,,,,,,,,4,3,17,22,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,0,0,0.63099,364.58
1,2,1,1,1,1,1,3,4,45,1,4,2,10,22,1,7,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.73198,348.65
2,2,2,1,3,1,2,1,20,10,1,4,3,17,22,1,6,1,1,0,0,0,0,0,0,3,5,1,0,2,2,**,0,1,1,1,0.65506,383.76
2,1,1,1,4,2,2,2,1,40,2,2,1,7,23,1,7,3,1,0,0,0,0,1,0,1,1,0,1,4,3,**,0,1,1,1,0.58739,374.94
2,4,2,2,2,2,1,3,2,35,1,5,2,12,21,1,4,1,1,0,0,0,0,1,0,1,3,0,0,2,2,**,0,0,1,1,0.63110,359.82
2,2,,,,,,,,,,3,1,8,23,1,4,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.65803,375.37
2,2,,,,,,,,,,2,3,13,24,1,3,5,5,0,1,0,1,0,0,3,,1,0,2,2,**,0,0,3,0,0.62805,363.39
1,2,,,,,,,,,,4,1,8,22,0,6,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,2,0,0.62602,374.65
2,3,2,1,4,1,2,3,20,10,1,2,3,15,24,1,5,2,1,0,0,0,0,0,0,3,2,0,1,2,4,**,0,1,1,1,0.59804,389.82
2,2,2,1,1,1,1,4,20,35,1,4,3,14,21,1,4,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.67656,414.27
2,2,1,2,3,1,2,1,20,45,1,3,2,12,23,1,12,6,4,0,0,0,0,0,0,3,1,1,1,4,3,**,0,1,1,1,0.61449,403.17
1,3,,,,,,,,,,2,3,17,22,1,2,7,7,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,0,0,0.52995,384.79
1,2,2,1,3,2,1,1,20,45,2,2,3,14,23,1,5,1,1,0,1,0,1,0,1,3,2,1,0,2,2,**,2,1,1,1,0.52813,355.06
2,1,2,4,1,2,1,2,6,45,2,4,1,6,24,1,10,1,1,0,0,0,0,1,0,1,2,0,1,4,3,**,0,1,1,1,0.66697,351.48
1,1,,,,,,,,,,2,2,12,23,1,5,1,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.53196,386.59
1,1,,,,,,,,,,2,1,6,23,1,6,3,2,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.55850,357.67
2,1,1,2,2,1,2,4,1,30,1,2,1,5,22,0,10,3,1,0,0,0,0,1,0,1,2,0,1,5,3,**,0,1,1,1,0.66726,387.74
2,1,1,1,2,1,1,2,20,50,2,1,1,7,25,0,2,5,5,1,0,0,1,0,0,3,1,0,0,2,2,**,0,1,1,1,0.30409,395.63
2,2,1,1,1,1,1,2,8,60,1,3,2,9,23,1,10,4,3,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.66230,371.04
2,1,2,4,2,1,2,3,6,50,1,1,1,8,25,1,4,5,5,0,0,0,0,1,0,1,1,0,1,2,4,**,0,1,1,1,0.46743,416.38
2,1,2,1,2,1,1,2,4,50,1,2,1,7,23,1,6,1,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,0,1,1,0.55944,386.79
1,2,,,,,,,,,,2,1,8,24,1,7,4,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.70575,398.67
1,2,1,1,2,2,2,2,4,30,2,3,3,13,22,0,5,2,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,0,1,1,0.55645,383.52
1,4,,,,,,,,,,4,3,14,21,0,1,2,1,0,1,0,1,1,1,3,,0,0,1,1,**,2,0,2,0,0.45432,373.39
2,2,2,1,1,2,1,2,20,35,1,4,3,14,22,1,7,1,1,0,0,0,0,1,0,2,2,1,0,2,2,**,0,0,1,1,0.72289,353.82
1,2,,,,,,,,,,2,2,11,24,1,11,2,1,0,0,0,0,1,1,3,,1,1,5,3,**,4,0,3,0,0.70982,397.82
2,1,,,,,,,,,,5,3,16,22,1,9,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.64681,389.97
1,2,2,1,2,2,2,3,20,10,1,5,3,16,24,1,11,2,2,0,0,0,0,0,1,3,2,1,0,2,2,**,2,1,1,1,0.64542,383.22
2,2,2,1,4,1,2,2,20,10,2,2,3,16,24,1,4,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.66857,384.93
